delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,missing_proof,delivery_duration_hours
dl00451,o01188,d145,v114,h01,25/06/2024 12:25,45:53.5,ontime,11.19,0,FALSE,3.58,14.22,0,0.35
dl00452,o00468,d125,v051,h01,29/03/2024 12:52,01:48.8,ontime,8.52,1,FALSE,3.65,12.49,0,1.16
dl00454,o00408,d102,v088,h04,14/09/2024 14:20,01:49.7,ontime,8.57,0,FALSE,3.94,18.59,0,21.7
dl00455,o00914,d094,v098,h01,12/04/2024 08:41,45:47.3,ontime,10.3,1,FALSE,4.14,7,0,4.08
dl00456,o00157,d037,v035,h02,16/09/2024 20:38,39:02.6,ontime,26.36,0,FALSE,4.83,10.84,0,2.02
dl00457,o00092,d110,v099,h06,24/04/2025 17:52,46:39.6,ontime,14.85,2,FALSE,4.55,10.8,0,2.91
dl00458,o00172,d109,v119,h05,17/01/2025 19:21,08:30.4,delayed,6.39,0,FALSE,3.34,10.15,0,14.79
dl00459,o00831,d005,v084,h01,27/02/2025 09:04,44:33.7,failed,9.02,2,FALSE,2.73,7.17,0,10.68
dl00460,o00522,d026,v103,h05,09/02/2024 11:26,31:24.4,ontime,14.04,1,FALSE,3.86,13.03,0,25.09
dl00461,o00862,d089,v006,h08,29/01/2025 15:08,46:22.8,ontime,18.99,0,FALSE,4.06,16.11,0,1.64
dl00462,o00099,d131,v058,h04,04/10/2025 22:47,13:05.6,ontime,16.049999999999997,4,FALSE,4.99,15.19,0,9.43
dl00463,o00271,d102,v023,h07,17/09/2025 00:16,09:39.9,ontime,8.97,0,FALSE,3.56,12.95,0,2.89
dl00464,o01124,d017,v016,h04,02/05/2024 17:53,40:27.6,ontime,16.51,0,FALSE,3.76,9.45,0,1.79
dl00465,o00820,d080,v074,h08,01/05/2024 18:26,52:34.4,ontime,11.27,0,FALSE,4.84,13.89,0,4.44
dl00466,o00183,d098,v007,h01,02/09/2024 14:06,58:40.2,ontime,3.81,0,FALSE,5,10.68,0,-0.12
dl00467,o00511,d078,v067,h05,06/06/2024 11:55,33:53.9,ontime,14.94,1,FALSE,3.76,7.49,0,20.65
dl00468,o00519,d150,v022,h03,20/04/2025 06:37,10:00.0,ontime,19.78,0,FALSE,3.78,19.89,0,-1.45
dl00469,o00458,d027,v042,h03,10/04/2025 03:03,15:10.5,delayed,12.11,0,FALSE,3.8,16.42,0,26.2
dl00470,o00562,d004,v120,h08,21/07/2024 10:43,49:27.7,ontime,3.36,2,FALSE,3.97,13.27,0,4.11
dl00471,o01049,d088,v068,h01,17/10/2025 08:34,06:53.6,ontime,17.09,1,FALSE,4.21,16.47,0,9.55
dl00472,o00042,d113,v046,h01,01/12/2025 19:10,16:03.1,delayed,10.28,0,FALSE,3.59,5.13,0,37.1
dl00473,o00180,d105,v071,h07,29/12/2024 08:17,50:08.1,ontime,14.15,7,FALSE,4.01,6.22,0,21.55
dl00474,o00067,d004,v017,h04,25/02/2025 03:48,16:14.0,ontime,2.66,0,FALSE,4.36,9.21,0,3.47
dl00475,o01121,d074,v027,h07,03/06/2024 08:50,50:35.4,ontime,3.63,2,FALSE,4.29,9.74,0,9.01
dl00476,o00849,d094,v035,h07,06/05/2024 00:48,59:17.1,delayed,15.93,1,FALSE,4.07,10.87,0,14.19
dl00478,o00947,d133,v109,h05,31/01/2024 17:32,51:28.2,delayed,9.6,2,FALSE,1.46,11.77,0,10.32
dl00479,o00533,d091,v047,h01,03/11/2024 02:54,36:46.3,delayed,3.46,0,FALSE,1,14.35,0,16.71
dl00480,o00978,d119,v044,h07,11/09/2025 07:01,49:05.3,ontime,24.44,0,FALSE,4.53,8.9,0,18.8
dl00481,o01095,d077,v086,h04,14/03/2024 17:15,29:07.9,ontime,16.16,1,FALSE,3.89,22.66,0,3.24
dl00482,o00777,d141,v118,h02,19/10/2025 00:12,22:41.2,failed,11.35,1,TRUE,2.32,18.23,1,22.18
dl00483,o00036,d135,v017,h06,06/11/2024 05:51,52:01.1,delayed,8.41,0,TRUE,4.57,9.29,1,6.02
dl00484,o00437,d144,v079,h02,25/09/2025 07:59,47:34.7,ontime,21.25,2,FALSE,3.95,12.17,0,5.81
dl00485,o00449,d121,v061,h03,08/06/2025 03:10,22:24.2,ontime,16.11,1,FALSE,1.99,12.64,0,-1.79
dl00486,o00306,d052,v114,h01,14/06/2024 17:09,57:57.2,failed,14.52,0,TRUE,4.61,14.81,1,12.82
dl00487,o01111,d054,v027,h03,15/11/2024 00:10,17:33.7,ontime,12.36,0,FALSE,4.26,12.09,0,4.13
dl00489,o00911,d130,v112,h02,20/05/2025 23:09,26:05.2,ontime,12.53,1,FALSE,3.28,16.53,0,1.28
dl00490,o00701,d039,v035,h04,15/12/2025 21:19,49:17.2,failed,1.65,1,FALSE,4.24,10.31,0,22.5
dl00491,o00181,d124,v113,h08,16/12/2024 02:36,51:28.7,ontime,33.46,3,FALSE,4.46,16.73,0,1.26
dl00492,o00035,d100,v108,h06,14/06/2024 15:50,51:47.0,failed,9.55,0,FALSE,1.99,9.2,0,14.03
dl00493,o00803,d017,v070,h03,09/08/2025 20:37,43:05.3,ontime,4.68,0,FALSE,4.83,11.06,0,3.1
dl00494,o00322,d072,v058,h08,11/03/2025 22:48,38:13.8,ontime,14.05,2,FALSE,4.29,11.2,0,2.84
dl00495,o01189,d129,v006,h05,23/05/2024 01:38,12:11.7,ontime,33.39,2,FALSE,4.94,19.23,0,2.57
dl00496,o00622,d142,v102,h02,23/04/2024 18:22,12:08.3,ontime,7.97,2,FALSE,4.18,11.59,0,21.84
dl00497,o00192,d083,v116,h08,18/08/2025 14:17,34:36.2,failed,12.14,1,FALSE,3.23,11.88,0,37.29
dl00498,o01205,d091,v018,h08,20/12/2024 02:21,11:42.3,ontime,8.6,0,FALSE,3.75,2.93,0,2.85
dl00499,o01144,d053,v038,h01,07/02/2025 22:48,25:46.8,delayed,10.41,0,FALSE,3.5,10.6,0,18.63
dl00500,o00556,d017,v063,h02,01/09/2024 03:37,39:15.2,ontime,6.73,1,FALSE,3.72,11.11,0,2.04
dl00501,o01211,d114,v087,h06,12/11/2025 07:51,44:27.6,ontime,9.66,0,FALSE,4.47,15.25,0,23.89
dl00502,o01190,d114,v026,h03,24/11/2025 18:47,48:20.6,ontime,9.61,3,FALSE,3.78,6.03,0,5.02
dl00503,o00760,d154,v014,h07,14/03/2024 23:28,48:21.2,ontime,12.95,0,FALSE,3.97,10.7,0,21.34
dl00504,o00679,d023,v098,h08,15/11/2024 04:30,36:46.0,ontime,6.55,1,FALSE,5,12.11,0,22.11
dl00505,o00833,d170,v017,h08,05/05/2025 04:31,10:37.6,failed,12,3,TRUE,2.71,12.22,1,15.66
dl00506,o00094,d077,v079,h05,27/09/2024 03:56,59:08.8,delayed,17.369999999999997,2,FALSE,3.11,9.14,0,13.05
dl00508,o00161,d015,v025,h03,19/08/2024 19:52,24:22.3,ontime,12.14,0,FALSE,4.66,14.06,0,11.54
dl00509,o00719,d116,v086,h01,04/01/2024 19:33,38:11.6,delayed,16.37,0,FALSE,1,11.37,0,10.09
dl00510,o00359,d057,v004,h01,17/08/2024 23:15,50:19.9,ontime,12.07,0,FALSE,4.04,18.19,0,21.59
dl00511,o01237,d123,v083,h05,30/12/2025 09:00,46:44.5,delayed,9.94,0,FALSE,1.37,10.76,0,19.78
dl00512,o00224,d040,v029,h07,22/05/2024 23:18,58:29.6,delayed,8.4,3,TRUE,3.51,11.49,1,33.67
dl00513,o00420,d168,v043,h02,25/01/2025 09:44,24:13.2,delayed,12.02,0,FALSE,3.75,18.86,0,11.67
dl00514,o01250,d165,v052,h03,28/06/2024 09:25,00:52.0,delayed,10.32,3,FALSE,2.35,7.89,0,5.6
dl00515,o00619,d130,v005,h04,01/09/2025 14:52,12:38.2,failed,17.55,3,TRUE,3.24,21,1,9.34
dl00516,o00337,d141,v117,h01,05/11/2024 06:45,55:42.2,delayed,21.23,2,FALSE,1.57,10.77,0,10.18
dl00517,o00509,d104,v088,h08,26/08/2024 19:01,33:26.4,ontime,14.73,4,FALSE,4.99,16.75,0,0.54
dl00518,o00984,d041,v024,h06,15/04/2025 00:21,48:27.3,ontime,15.41,0,FALSE,4.92,19.09,0,4.46
dl00520,o00429,d055,v040,h01,09/03/2025 11:12,37:26.8,delayed,3.14,1,FALSE,3.03,11.42,0,10.42
dl00522,o00296,d129,v013,h04,10/01/2024 19:26,39:30.9,ontime,10.01,0,FALSE,4.54,8.94,0,5.23
dl00523,o00714,d026,v076,h01,26/05/2024 19:04,57:10.3,ontime,2.39,1,FALSE,4.12,8.78,0,20.89
dl00524,o00683,d130,v005,h07,01/05/2025 08:21,11:37.1,ontime,16.66,2,FALSE,4.83,17.68,0,6.84
dl00525,o00351,d038,v006,h01,22/04/2024 05:04,42:26.8,ontime,28.2,2,FALSE,4.04,19.16,0,0.64
dl00526,o01045,d068,v027,h06,26/08/2024 13:19,57:35.5,delayed,12.18,0,FALSE,4.34,10.18,0,12.64
dl00527,o00913,d108,v043,h07,05/04/2025 06:44,51:23.9,ontime,20.7,1,FALSE,4.58,16.49,0,5.12
dl00528,o00826,d033,v008,h03,06/04/2024 07:05,23:18.1,ontime,24.17,2,FALSE,4.66,20.91,0,5.31
dl00529,o00822,d088,v114,h06,01/09/2024 09:19,28:05.1,failed,1.2,0,FALSE,2.64,7.53,0,12.15
dl00530,o00756,d095,v042,h01,03/02/2025 18:06,39:56.8,failed,30.51,2,FALSE,2.54,19.5,0,39.57
dl00531,o00140,d163,v116,h04,03/03/2024 02:25,18:14.4,ontime,13.95,0,FALSE,3.95,16.65,0,0.89
dl00532,o00315,d009,v104,h02,25/12/2024 03:30,59:02.8,ontime,16.49,1,FALSE,4.55,10.37,0,5.48
dl00533,o00543,d135,v002,h08,18/07/2025 06:49,52:00.0,failed,34.15,2,FALSE,2.69,21.32,0,12.05
dl00534,o00816,d166,v069,h08,13/02/2025 20:53,48:17.7,ontime,9.47,0,FALSE,3.81,6.56,0,13.92
dl00535,o01058,d033,v094,h07,09/05/2025 00:57,20:23.9,ontime,23.45,3,FALSE,3.15,18.56,0,1.39
dl00536,o01184,d055,v030,h01,24/01/2025 15:02,26:40.9,failed,7.04,2,FALSE,1.07,14.06,0,28.41
dl00537,o00083,d153,v033,h07,23/10/2024 00:53,25:13.6,ontime,30.51,1,FALSE,3.67,9.75,0,0.54
dl00538,o00682,d141,v015,h07,05/10/2024 12:07,38:02.8,delayed,8.55,0,TRUE,2.66,3.46,1,8.52
dl00539,o01160,d067,v111,h03,13/05/2024 01:19,22:01.7,ontime,13.52,0,FALSE,4.95,10.35,0,2.05
dl00540,o00068,d008,v072,h04,13/10/2025 12:06,29:29.3,delayed,16.2,2,FALSE,3.21,16.04,0,3.39
dl00541,o01142,d022,v013,h04,07/11/2025 11:29,47:08.9,ontime,6.68,1,FALSE,3.89,8.98,0,22.3
dl00542,o00415,d125,v114,h02,27/06/2024 18:22,23:54.1,ontime,7.18,0,FALSE,4.19,5.99,0,3.03
dl00543,o00218,d102,v098,h03,15/09/2025 02:24,34:49.4,ontime,12.01,0,FALSE,5,5.87,0,0.18
dl00544,o00345,d154,v082,h08,04/10/2025 22:41,48:30.6,delayed,13.93,2,FALSE,3.17,8.53,0,15.13
dl00545,o01067,d113,v072,h04,16/06/2024 04:56,22:38.8,delayed,12.43,0,FALSE,5,13.31,0,19.44
dl00546,o00324,d095,v052,h04,06/08/2025 07:36,15:57.5,ontime,8.95,2,FALSE,4.11,10.57,0,-1.33
dl00547,o00778,d014,v090,h05,07/10/2025 19:49,46:03.5,ontime,11.03,0,FALSE,4.93,14.38,0,1.95
dl00548,o00537,d132,v039,h05,25/06/2024 11:02,55:41.5,failed,10.4,1,FALSE,3.34,11.4,0,7.89
dl00549,o00476,d001,v094,h06,23/02/2024 06:45,45:22.1,ontime,10.11,0,FALSE,4.67,14.59,0,22.01
dl00550,o00572,d110,v065,h01,06/02/2025 21:04,38:52.1,ontime,14.34,2,FALSE,4.69,12.06,0,3.58
dl00551,o00448,d108,v114,h04,11/02/2025 16:05,11:25.1,ontime,18.74,3,FALSE,4.79,21.38,0,3.11
dl00552,o00298,d115,v010,h01,06/01/2025 07:28,41:48.8,ontime,1.9,1,FALSE,4.8,13.26,0,2.23
dl00553,o00491,d090,v066,h02,03/07/2024 16:22,00:56.7,ontime,13.19,2,FALSE,4.66,10.34,0,-1.35
dl00554,o00709,d117,v086,h04,09/12/2025 04:47,45:16.2,ontime,11.59,1,FALSE,4.69,14.76,0,10.97
dl00555,o00839,d129,v013,h01,31/01/2024 20:31,49:48.7,ontime,6.51,2,FALSE,3.97,11.19,0,3.31
dl00556,o00702,d070,v030,h07,28/12/2024 22:07,26:56.3,ontime,5.03,0,FALSE,3.91,8.15,0,1.33
dl00557,o00781,d055,v027,h08,19/11/2024 14:07,38:27.7,ontime,17.54,2,FALSE,5,13.31,0,10.52
dl00558,o00142,d024,v011,h05,31/10/2024 20:22,32:26.5,failed,14.64,1,FALSE,1,18.56,0,15.17
dl00559,o00988,d131,v044,h05,17/11/2024 20:37,31:21.2,failed,6.97,2,FALSE,1.92,11.38,0,19.91
dl00560,o00077,d127,v120,h08,30/07/2025 07:48,13:33.0,ontime,4.49,2,FALSE,4.38,14.99,0,3.43
dl00561,o00086,d054,v005,h03,20/07/2024 06:42,20:25.5,ontime,7.67,2,FALSE,3.5,19.2,0,-0.36
dl00562,o00746,d128,v113,h08,14/12/2024 10:47,16:25.4,ontime,13.59,0,FALSE,3.98,10.51,0,4.49
dl00563,o01238,d093,v045,h02,18/04/2025 05:35,48:55.5,ontime,10.07,1,FALSE,5,12.75,0,13.23
dl00564,o00824,d077,v120,h03,17/08/2024 23:23,25:18.8,ontime,18.23,0,FALSE,4.18,10.05,0,9.04
dl00565,o00344,d151,v022,h06,28/08/2024 08:16,17:14.2,ontime,14.95,2,FALSE,3.82,8.75,0,2.02
dl00566,o01226,d162,v082,h03,02/03/2025 06:49,57:14.2,ontime,22.66,1,FALSE,3.7,14.91,0,7.14
dl00567,o00918,d142,v051,h03,26/11/2024 06:40,20:28.1,ontime,10.47,0,FALSE,4.8,11.4,0,0.67
dl00569,o00312,d066,v116,h01,07/11/2025 01:03,18:29.8,ontime,20.95,1,FALSE,4.56,19.6,0,4.26
dl00570,o00319,d017,v028,h08,22/01/2024 10:23,55:15.9,ontime,20.67,1,FALSE,5,9.88,0,20.54
dl00571,o00413,d003,v029,h01,01/04/2025 22:46,26:31.4,ontime,23.53,3,FALSE,4.5,14.49,0,4.68
dl00572,o00905,d002,v048,h08,04/09/2025 03:45,59:36.6,ontime,8.35,3,FALSE,3.96,11.45,0,3.24
dl00573,o01214,d118,v077,h02,07/05/2024 23:32,20:03.2,ontime,7.3,1,FALSE,5,14.05,0,1.8
dl00574,o00693,d048,v016,h05,08/11/2025 19:41,16:21.0,failed,24.31,1,FALSE,4.63,16.24,0,15.59
dl00575,o01177,d133,v105,h04,17/10/2024 04:35,22:26.5,ontime,12.03,2,FALSE,4.05,10.65,0,11.79
dl00576,o00483,d133,v021,h08,17/11/2024 01:34,32:58.0,failed,13.83,1,FALSE,5,16.98,0,14.98
dl00577,o00973,d108,v043,h05,12/01/2024 21:57,09:43.6,ontime,21.03,1,FALSE,3.86,12.99,0,0.21
dl00578,o00115,d032,v108,h06,21/02/2024 08:24,09:53.1,ontime,11.09,0,FALSE,4.55,7.9,0,5.76
dl00579,o00168,d103,v115,h03,11/06/2025 06:05,51:41.3,delayed,14.98,1,FALSE,3.78,8.97,0,15.78
dl00580,o00063,d026,v066,h04,13/07/2025 06:28,43:18.2,ontime,15.1,1,FALSE,4.99,17.2,0,10.26
dl00581,o00995,d139,v062,h01,09/08/2024 08:49,03:16.6,ontime,12.14,4,FALSE,3.48,16.92,0,24.24
dl00582,o00765,d024,v091,h05,13/07/2024 04:34,33:48.0,failed,19.38,2,FALSE,2.4,22.61,0,20
dl00583,o00064,d015,v098,h01,14/10/2025 08:48,55:17.2,ontime,14.6,1,FALSE,4.53,6.16,0,13.12
dl00584,o00588,d043,v103,h05,03/06/2024 13:36,45:41.1,ontime,23.9,1,FALSE,3.7,12.24,0,1.16
dl00585,o00132,d149,v049,h01,22/01/2025 10:55,42:49.5,delayed,1.2,1,FALSE,3.52,10.18,0,12.8
dl00586,o01037,d076,v114,h03,28/04/2025 07:18,44:30.2,ontime,15.54,0,FALSE,3.51,12.03,0,7.44
dl00587,o00182,d166,v009,h01,12/01/2024 10:05,52:41.4,ontime,4.98,1,FALSE,4.15,3.57,0,2.79
dl00588,o00896,d131,v026,h06,29/06/2024 21:53,00:23.5,failed,10.09,1,FALSE,3.18,11.57,0,16.12
dl00589,o00940,d141,v102,h01,26/10/2025 07:53,11:25.2,delayed,21.39,1,FALSE,1.93,16.86,0,14.31
dl00590,o00229,d112,v017,h07,31/08/2024 05:34,45:46.7,delayed,7.56,4,FALSE,3.44,12.03,0,16.2
dl00591,o00792,d087,v057,h01,02/02/2025 07:06,27:14.3,ontime,11.26,1,FALSE,3.22,8.22,0,4.35
dl00592,o00526,d146,v001,h04,19/01/2024 17:17,32:43.8,ontime,17.21,2,FALSE,4.58,20.05,0,3.26
dl00593,o01174,d110,v058,h03,21/11/2024 09:11,20:13.0,ontime,10.76,3,FALSE,5,11.92,0,7.15
dl00594,o00267,d045,v064,h05,16/01/2024 23:13,42:18.4,ontime,32.25,0,FALSE,4.02,20.99,0,5.49
dl00595,o01243,d139,v021,h01,10/09/2025 11:13,20:03.7,ontime,9.13,2,FALSE,4.84,13.68,0,9.12
dl00596,o00427,d102,v065,h06,21/06/2025 23:24,57:52.4,ontime,16.37,0,FALSE,4.1,8.58,0,-1.44
dl00597,o00428,d049,v043,h07,31/03/2024 06:54,32:00.0,ontime,1.2,0,FALSE,4.12,3.74,0,-0.37
dl00598,o00753,d056,v032,h02,18/01/2025 05:04,33:32.2,ontime,40.68,1,FALSE,4.66,18.96,0,1.49
dl00599,o01150,d133,v112,h01,20/02/2025 06:18,36:40.7,ontime,7.34,0,FALSE,5,4.99,0,1.31
dl00600,o01099,d039,v114,h07,05/04/2024 23:46,09:46.3,ontime,10.4,1,FALSE,3.91,11.24,0,23.4
dl00601,o00538,d166,v091,h08,05/04/2025 17:41,25:34.8,ontime,8.52,1,FALSE,3,10.47,0,-1.26
dl00602,o00318,d157,v009,h03,17/08/2024 01:09,45:54.7,delayed,7.02,1,TRUE,2.86,11.51,1,10.62
dl00603,o00194,d069,v082,h05,16/03/2024 09:13,57:08.0,ontime,15.77,2,FALSE,4.17,17.07,0,-0.26
dl00604,o00294,d064,v111,h07,05/01/2025 17:44,37:29.6,ontime,20.21,1,FALSE,4.67,17.56,0,1.89
dl00605,o00200,d093,v052,h02,26/01/2024 11:06,50:01.0,ontime,17.8,0,FALSE,4.59,9.58,0,4.73
dl00606,o00012,d075,v112,h04,16/01/2024 13:32,32:34.3,ontime,13.39,0,FALSE,4.12,13.11,0,10.01
dl00607,o00473,d119,v059,h01,11/09/2024 14:41,15:00.0,ontime,1.35,0,FALSE,4.72,7.33,0,-1.43
dl00608,o00357,d143,v042,h01,28/12/2024 16:27,28:21.2,ontime,9.33,2,FALSE,4.24,8.18,0,0.02
dl00609,o00934,d062,v053,h01,29/06/2024 06:33,14:24.2,failed,17.27,3,FALSE,2.25,9.71,0,15.69
dl00610,o00259,d055,v050,h05,09/09/2025 11:34,09:42.8,ontime,20.47,2,FALSE,5,11.93,0,23.6
dl00611,o00243,d117,v020,h05,08/03/2024 05:50,35:20.7,ontime,12.23,1,FALSE,3.99,12.18,0,3.76
dl00612,o00327,d166,v022,h07,05/12/2024 03:28,46:56.7,ontime,8.47,1,FALSE,4.42,13.57,0,0.32
dl00613,o00361,d102,v020,h04,16/01/2024 11:16,11:31.4,ontime,14.31,2,FALSE,4.93,15.26,0,-1.07
dl00614,o00179,d087,v104,h03,25/07/2024 18:39,26:50.0,ontime,12.03,4,FALSE,3.86,10.54,0,10.8
dl00616,o01068,d041,v081,h08,10/04/2025 22:22,25:01.4,delayed,13.75,0,FALSE,2.32,14.94,0,7.05
dl00617,o01023,d030,v045,h04,04/11/2024 00:22,37:02.5,ontime,13.63,0,FALSE,4.33,8.71,0,3.25
dl00618,o01159,d046,v024,h06,26/07/2024 02:15,53:29.7,ontime,14.66,2,FALSE,4.62,9.48,0,21.64
dl00619,o00589,d146,v070,h08,23/05/2024 06:26,08:02.7,failed,9.01,0,FALSE,3.44,9.46,0,21.7
dl00620,o00642,d117,v098,h04,28/06/2024 03:31,36:27.3,ontime,11.79,0,FALSE,5,14.82,0,3.09
dl00621,o00838,d044,v110,h07,25/01/2025 00:38,06:47.1,ontime,7.52,1,FALSE,5,14.56,0,2.48
dl00622,o00939,d036,v097,h04,24/01/2025 02:51,54:04.1,ontime,12.19,1,FALSE,5,10,0,9.05
dl00623,o00751,d166,v120,h03,26/06/2024 03:25,03:25.1,ontime,9.76,2,FALSE,3.82,11.28,0,3.64
dl00625,o00980,d098,v022,h04,25/11/2024 23:32,30:09.1,delayed,19.05,1,TRUE,1.83,20.54,1,15.97
dl00626,o00088,d082,v085,h05,14/06/2024 11:04,38:34.9,ontime,18.51,1,FALSE,4.57,17.13,0,25.58
dl00627,o00695,d142,v108,h06,19/03/2024 10:09,51:55.0,ontime,10.41,0,FALSE,4.25,17.46,0,3.72
dl00628,o00166,d115,v095,h03,30/05/2025 18:43,40:46.6,delayed,10.81,1,FALSE,4.06,11.58,0,5.96
dl00629,o00987,d057,v031,h08,23/05/2024 08:59,48:42.9,ontime,14,1,FALSE,3.96,7.1,0,21.83
dl00630,o00342,d153,v004,h08,13/11/2025 00:22,27:35.3,ontime,13.33,0,FALSE,3.97,5.52,0,4.09
dl00631,o01083,d124,v090,h01,05/05/2025 10:46,19:38.5,delayed,13.35,1,FALSE,2.82,10.41,0,13.56
dl00632,o00498,d076,v084,h07,28/10/2024 08:11,29:17.7,delayed,13.26,0,FALSE,1.74,14.75,0,11.3
dl00633,o00272,d127,v047,h05,11/12/2024 06:48,20:32.1,ontime,11.86,2,FALSE,4.06,13.31,0,22.54
dl00634,o00245,d077,v032,h02,08/08/2025 19:33,46:51.0,delayed,11.96,1,FALSE,2.3,9.41,0,10.23
dl00635,o00516,d053,v062,h06,08/06/2024 22:52,32:45.4,failed,13.35,1,FALSE,3.18,14.1,0,8.68
dl00636,o00880,d054,v104,h04,24/08/2024 19:54,15:28.9,ontime,10.04,2,FALSE,3.89,13.35,0,23.36
dl00637,o01069,d011,v046,h08,25/08/2025 03:45,09:57.4,ontime,7.12,0,FALSE,3.8,8.9,0,8.42
dl00638,o00749,d091,v045,h05,14/08/2025 20:13,31:39.0,delayed,14.19,0,FALSE,4.22,10.35,0,11.31
dl00639,o00090,d053,v073,h07,23/10/2024 06:26,29:56.1,ontime,9.72,0,FALSE,4.45,16.68,0,3.07
dl00640,o00840,d119,v093,h08,28/03/2024 19:02,58:27.5,ontime,11.78,2,FALSE,5,10.44,0,3.94
dl00641,o00955,d092,v010,h01,04/01/2025 17:23,38:24.5,failed,10.48,0,FALSE,2.54,13.58,0,17.26
dl00642,o00212,d153,v024,h07,04/01/2025 23:50,23:43.9,ontime,20.42,1,FALSE,4.48,14.05,0,3.56
dl00643,o00926,d114,v047,h02,03/07/2024 02:35,53:51.4,ontime,13.71,2,FALSE,4.5,15.88,0,12.31
dl00644,o00585,d097,v119,h01,25/02/2025 14:04,40:11.7,failed,6.36,0,FALSE,3.11,13.31,0,11.6
dl00645,o00158,d129,v090,h02,11/07/2024 17:47,44:12.7,failed,6.06,2,FALSE,2.77,13.29,0,28.95
dl00646,o00707,d023,v100,h06,10/11/2024 06:33,57:20.6,ontime,8.31,0,FALSE,4.38,4.79,0,4.41
dl00647,o00550,d067,v001,h02,19/01/2025 02:17,38:11.2,ontime,8.7,1,FALSE,4.52,10.41,0,21.35
dl00648,o00551,d143,v045,h02,16/06/2024 13:01,08:30.3,ontime,9.21,0,FALSE,4.43,14.38,0,3.13
dl00649,o00110,d075,v073,h01,23/08/2024 13:10,46:36.2,ontime,9.4,1,FALSE,5,12.55,0,1.61
dl00650,o00106,d097,v035,h01,29/11/2025 06:15,03:53.8,ontime,8.16,0,FALSE,4.26,11.01,0,4.81
dl00651,o00107,d090,v022,h04,14/11/2024 01:39,26:39.1,delayed,6.01,1,FALSE,3.71,9.58,0,9.79
dl00652,o00928,d129,v028,h07,28/02/2024 14:26,02:52.2,ontime,14.7,1,FALSE,3.65,7.18,0,21.61
dl00653,o00076,d043,v096,h04,25/12/2025 05:43,29:42.6,delayed,12.43,3,FALSE,2.71,13.03,0,9.78
dl00655,o01222,d156,v042,h08,10/09/2025 03:29,38:01.8,ontime,12.34,1,FALSE,4.66,3.15,0,9.15
dl00657,o00674,d145,v072,h01,11/08/2025 17:47,13:33.1,failed,14.98,2,FALSE,1.95,17.49,0,15.44
dl00658,o01123,d001,v073,h04,31/01/2024 07:38,27:27.9,failed,6.23,1,FALSE,4.41,6.01,0,34.82
dl00659,o00308,d046,v082,h02,28/03/2025 16:40,35:29.9,ontime,34.92,2,FALSE,4.31,16.73,0,10.92
dl00660,o00016,d008,v001,h02,29/07/2025 13:52,01:03.0,ontime,16.1,2,FALSE,3.36,14.03,0,3.15
dl00661,o01038,d145,v067,h03,01/12/2024 01:45,12:26.0,ontime,19.41,2,FALSE,4.41,17.61,0,4.46
dl00662,o00365,d118,v013,h03,11/01/2024 13:00,14:42.4,ontime,21.14,0,FALSE,4.62,16.89,0,1.25
dl00663,o00865,d017,v070,h03,22/03/2024 01:14,15:39.5,ontime,15.24,1,FALSE,3.19,16.61,0,3.03
dl00664,o00430,d152,v027,h07,15/01/2025 03:49,16:09.6,failed,20.64,1,TRUE,3.36,25.46,1,16.45
dl00665,o00268,d124,v100,h03,29/01/2024 08:37,14:11.3,delayed,20.03,3,TRUE,2.49,15.01,1,3.62
dl00666,o00350,d055,v066,h05,20/11/2024 04:37,18:52.3,ontime,5.38,0,FALSE,4.67,10.56,0,1.7
dl00667,o01088,d049,v087,h08,02/12/2024 12:50,12:08.9,ontime,9.91,1,FALSE,4.8,13.21,0,3.37
dl00668,o01140,d107,v018,h05,26/09/2025 01:35,09:15.4,ontime,19.54,0,FALSE,4.57,16.84,0,6.57
dl00669,o01235,d039,v001,h08,01/06/2025 03:54,41:07.9,ontime,15.65,0,FALSE,3.31,12.4,0,-2.21
dl00670,o01248,d098,v006,h04,30/08/2024 19:26,46:01.4,ontime,11.65,1,FALSE,4.28,17.56,0,20.33
dl00671,o00005,d054,v073,h03,17/02/2025 20:23,05:00.0,ontime,16.01,1,FALSE,4.38,13.53,0,11.7
dl00672,o00017,d108,v030,h02,27/05/2025 11:38,21:51.6,ontime,35.33,5,FALSE,4.94,19.77,0,20.73
dl00673,o00651,d125,v047,h03,29/09/2024 10:51,22:58.2,ontime,13.26,0,FALSE,4.71,11.92,0,3.53
dl00674,o00456,d005,v078,h01,16/01/2024 04:57,20:05.0,ontime,12.96,1,FALSE,4.96,8.1,0,2.38
dl00675,o00436,d120,v008,h07,29/01/2025 18:44,32:00.0,ontime,23.3,3,FALSE,3.5,13.77,0,-0.2
dl00676,o00515,d033,v027,h05,03/02/2024 12:39,14:23.6,ontime,3.67,1,FALSE,3.87,10.33,0,3.59
dl00677,o00528,d001,v036,h03,13/10/2024 11:51,30:51.4,ontime,18.36,2,FALSE,3.82,10.56,0,9.66
dl00678,o00441,d133,v119,h07,01/04/2025 12:54,37:24.7,ontime,8.13,0,FALSE,4.29,6.46,0,10.72
