delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,missing_proof
dl00556,o00702,d070,v030,h07,22:07:00,23:26:56,ontime,5.03,0,False,3.91,8.15,0
dl00557,o00781,d055,v027,h08,14:07:00,00:38:27,ontime,17.54,2,False,5.0,13.31,0
dl00558,o00142,d024,v011,h05,20:22:00,11:32:26,failed,14.64,1,False,1.0,18.56,0
dl00559,o00988,d131,v044,h05,20:37:00,16:31:21,failed,6.97,2,False,1.92,11.38,0
dl00560,o00077,d127,v120,h08,07:48:00,11:13:32,ontime,4.49,2,False,4.38,14.99,0
dl00561,o00086,d054,v005,h03,06:42:00,06:20:25,ontime,7.67,2,False,3.5,19.2,0
dl00562,o00746,d128,v113,h08,10:47:00,15:16:25,ontime,13.59,0,False,3.98,10.51,0
dl00563,o01238,d093,v045,h02,05:35:00,18:48:55,ontime,10.07,1,False,5.0,12.75,0
dl00564,o00824,d077,v120,h03,23:23:00,08:25:18,ontime,18.23,0,False,4.18,10.05,0
dl00565,o00344,d151,v022,h06,08:16:00,10:17:14,ontime,14.95,2,False,3.82,8.75,0
dl00566,o01226,d162,v082,h03,06:49:00,13:57:14,ontime,22.66,1,False,3.7,14.91,0
dl00567,o00918,d142,v051,h03,06:40:00,07:20:28,ontime,10.47,0,False,4.8,11.4,0
dl00569,o00312,d066,v116,h01,01:03:00,05:18:29,ontime,20.95,1,False,4.56,19.6,0
dl00570,o00319,d017,v028,h08,10:23:00,06:55:15,ontime,20.67,1,False,5.0,9.88,0
dl00571,o00413,d003,v029,h01,22:46:00,03:26:31,ontime,23.53,3,False,4.5,14.49,0
dl00572,o00905,d002,v048,h08,03:45:00,06:59:36,ontime,8.35,3,False,3.96,11.45,0
dl00573,o01214,d118,v077,h02,23:32:00,01:20:03,ontime,7.3,1,False,5.0,14.05,0
dl00574,o00693,d048,v016,h05,19:41:00,11:16:21,failed,24.31,1,False,4.63,16.24,0
dl00575,o01177,d133,v105,h04,04:35:00,16:22:26,ontime,12.03,2,False,4.05,10.65,0
dl00576,o00483,d133,v021,h08,01:34:00,16:32:57,failed,13.83,1,False,5.0,16.98,0
dl00577,o00973,d108,v043,h05,21:57:00,22:09:43,ontime,21.03,1,False,3.86,12.99,0
dl00578,o00115,d032,v108,h06,08:24:00,14:09:53,ontime,11.09,0,False,4.55,7.9,0
dl00579,o00168,d103,v115,h03,06:05:00,21:51:41,delayed,14.98,1,False,3.78,8.97,0
dl00580,o00063,d026,v066,h04,06:28:00,16:43:18,ontime,15.1,1,False,4.99,17.2,0
dl00581,o00995,d139,v062,h01,08:49:00,09:03:16,ontime,12.14,4,False,3.48,16.92,0
dl00582,o00765,d024,v091,h05,04:34:00,00:33:48,failed,19.38,2,False,2.4,22.61,0
dl00583,o00064,d015,v098,h01,08:48:00,21:55:17,ontime,14.6,1,False,4.53,6.16,0
dl00584,o00588,d043,v103,h05,13:36:00,14:45:41,ontime,23.9,1,False,3.7,12.24,0
dl00585,o00132,d149,v049,h01,10:55:00,23:42:49,delayed,1.2,1,False,3.52,10.18,0
dl00586,o01037,d076,v114,h03,07:18:00,14:44:30,ontime,15.54,0,False,3.51,12.03,0
dl00587,o00182,d166,v009,h01,10:05:00,12:52:41,ontime,4.98,1,False,4.15,3.57,0
dl00588,o00896,d131,v026,h06,21:53:00,14:00:23,failed,10.09,1,False,3.18,11.57,0
dl00589,o00940,d141,v102,h01,07:53:00,22:11:25,delayed,21.39,1,False,1.93,16.86,0
dl00590,o00229,d112,v017,h07,05:34:00,21:45:46,delayed,7.56,4,False,3.44,12.03,0
dl00591,o00792,d087,v057,h01,07:06:00,11:27:14,ontime,11.26,1,False,3.22,8.22,0
dl00592,o00526,d146,v001,h04,17:17:00,20:32:43,ontime,17.21,2,False,4.58,20.05,0
dl00593,o01174,d110,v058,h03,09:11:00,16:20:12,ontime,10.76,3,False,5.0,11.92,0
dl00594,o00267,d045,v064,h05,23:13:00,04:42:18,ontime,32.25,0,False,4.02,20.99,0
dl00595,o01243,d139,v021,h01,11:13:00,20:20:03,ontime,9.13,2,False,4.84,13.68,0
dl00596,o00427,d102,v065,h06,23:24:00,21:57:52,ontime,16.37,0,False,4.1,8.58,0
dl00597,o00428,d049,v043,h07,06:54:00,06:32:00,ontime,1.2,0,False,4.12,3.74,0
dl00598,o00753,d056,v032,h02,05:04:00,06:33:32,ontime,40.68,1,False,4.66,18.96,0
dl00599,o01150,d133,v112,h01,06:18:00,07:36:40,ontime,7.34,0,False,5.0,4.99,0
dl00600,o01099,d039,v114,h07,23:46:00,23:09:46,ontime,10.4,1,False,3.91,11.24,0
dl00601,o00538,d166,v091,h08,17:41:00,16:25:34,ontime,8.52,1,False,3.0,10.47,0
dl00602,o00318,d157,v009,h03,01:09:00,11:45:54,delayed,7.02,1,True,2.86,11.51,1
dl00603,o00194,d069,v082,h05,09:13:00,08:57:07,ontime,15.77,2,False,4.17,17.07,0
dl00604,o00294,d064,v111,h07,17:44:00,19:37:29,ontime,20.21,1,False,4.67,17.56,0
dl00605,o00200,d093,v052,h02,11:06:00,15:50:01,ontime,17.8,0,False,4.59,9.58,0
dl00606,o00012,d075,v112,h04,13:32:00,23:32:34,ontime,13.39,0,False,4.12,13.11,0
dl00607,o00473,d119,v059,h01,14:41:00,13:15:00,ontime,1.35,0,False,4.72,7.33,0
dl00608,o00357,d143,v042,h01,16:27:00,16:28:21,ontime,9.33,2,False,4.24,8.18,0
dl00609,o00934,d062,v053,h01,06:33:00,22:14:24,failed,17.27,3,False,2.25,9.71,0
dl00610,o00259,d055,v050,h05,11:34:00,11:09:42,ontime,20.47,2,False,5.0,11.93,0
dl00611,o00243,d117,v020,h05,05:50:00,09:35:20,ontime,12.23,1,False,3.99,12.18,0
dl00612,o00327,d166,v022,h07,03:28:00,03:46:56,ontime,8.47,1,False,4.42,13.57,0
dl00613,o00361,d102,v020,h04,11:16:00,10:11:31,ontime,14.31,2,False,4.93,15.26,0
dl00614,o00179,d087,v104,h03,18:39:00,05:26:49,ontime,12.03,4,False,3.86,10.54,0
dl00616,o01068,d041,v081,h08,22:22:00,05:25:01,delayed,13.75,0,False,2.32,14.94,0
dl00617,o01023,d030,v045,h04,00:22:00,03:37:02,ontime,13.63,0,False,4.33,8.71,0
dl00618,o01159,d046,v024,h06,02:15:00,23:53:29,ontime,14.66,2,False,4.62,9.48,0
dl00619,o00589,d146,v070,h08,06:26:00,04:08:02,failed,9.01,0,False,3.44,9.46,0
dl00620,o00642,d117,v098,h04,03:31:00,06:36:27,ontime,11.79,0,False,5.0,14.82,0
dl00621,o00838,d044,v110,h07,00:38:00,03:06:47,ontime,7.52,1,False,5.0,14.56,0
dl00622,o00939,d036,v097,h04,02:51:00,11:54:04,ontime,12.19,1,False,5.0,10.0,0
dl00623,o00751,d166,v120,h03,03:25:00,07:03:25,ontime,9.76,2,False,3.82,11.28,0
dl00625,o00980,d098,v022,h04,23:32:00,15:30:09,delayed,19.05,1,True,1.83,20.54,1
dl00626,o00088,d082,v085,h05,11:04:00,12:38:34,ontime,18.51,1,False,4.57,17.13,0
dl00627,o00695,d142,v108,h06,10:09:00,13:51:55,ontime,10.41,0,False,4.25,17.46,0
dl00628,o00166,d115,v095,h03,18:43:00,00:40:46,delayed,10.81,1,False,4.06,11.58,0
dl00629,o00987,d057,v031,h08,08:59:00,06:48:42,ontime,14.0,1,False,3.96,7.1,0
dl00630,o00342,d153,v004,h08,00:22:00,04:27:35,ontime,13.33,0,False,3.97,5.52,0
dl00631,o01083,d124,v090,h01,10:46:00,00:19:38,delayed,13.35,1,False,2.82,10.41,0
dl00632,o00498,d076,v084,h07,08:11:00,19:29:17,delayed,13.26,0,False,1.74,14.75,0
dl00633,o00272,d127,v047,h05,06:48:00,05:20:32,ontime,11.86,2,False,4.06,13.31,0
dl00634,o00245,d077,v032,h02,19:33:00,05:46:51,delayed,11.96,1,False,2.3,9.41,0
dl00635,o00516,d053,v062,h06,22:52:00,07:32:45,failed,13.35,1,False,3.18,14.1,0
dl00636,o00880,d054,v104,h04,19:54:00,19:15:28,ontime,10.04,2,False,3.89,13.35,0
dl00637,o01069,d011,v046,h08,03:45:00,12:09:57,ontime,7.12,0,False,3.8,8.9,0
dl00638,o00749,d091,v045,h05,20:13:00,07:31:38,delayed,14.19,0,False,4.22,10.35,0
dl00639,o00090,d053,v073,h07,06:26:00,09:29:56,ontime,9.72,0,False,4.45,16.68,0
dl00640,o00840,d119,v093,h08,19:02:00,22:58:27,ontime,11.78,2,False,5.0,10.44,0
dl00641,o00955,d092,v010,h01,17:23:00,10:38:24,failed,10.48,0,False,2.54,13.58,0
dl00642,o00212,d153,v024,h07,23:50:00,03:23:43,ontime,20.42,1,False,4.48,14.05,0
dl00643,o00926,d114,v047,h02,02:35:00,14:53:51,ontime,13.71,2,False,4.5,15.88,0
dl00644,o00585,d097,v119,h01,14:04:00,01:40:11,failed,6.36,0,False,3.11,13.31,0
dl00645,o00158,d129,v090,h02,17:47:00,22:44:12,failed,6.06,2,False,2.77,13.29,0
dl00646,o00707,d023,v100,h06,06:33:00,10:57:20,ontime,8.31,0,False,4.38,4.79,0
dl00647,o00550,d067,v001,h02,02:17:00,23:38:11,ontime,8.7,1,False,4.52,10.41,0
dl00648,o00551,d143,v045,h02,13:01:00,16:08:30,ontime,9.21,0,False,4.43,14.38,0
dl00649,o00110,d075,v073,h01,13:10:00,14:46:36,ontime,9.4,1,False,5.0,12.55,0
dl00650,o00106,d097,v035,h01,06:15:00,11:03:53,ontime,8.16,0,False,4.26,11.01,0
dl00651,o00107,d090,v022,h04,01:39:00,11:26:39,delayed,6.01,1,False,3.71,9.58,0
dl00652,o00928,d129,v028,h07,14:26:00,12:02:52,ontime,14.7,1,False,3.65,7.18,0
dl00653,o00076,d043,v096,h04,05:43:00,15:29:42,delayed,12.43,3,False,2.71,13.03,0
dl00655,o01222,d156,v042,h08,03:29:00,12:38:01,ontime,12.34,1,False,4.66,3.15,0
dl00657,o00674,d145,v072,h01,17:47:00,09:13:33,failed,14.98,2,False,1.95,17.49,0
dl00658,o01123,d001,v073,h04,07:38:00,18:27:27,failed,6.23,1,False,4.41,6.01,0
dl00659,o00308,d046,v082,h02,16:40:00,03:35:29,ontime,34.92,2,False,4.31,16.73,0
dl00660,o00016,d008,v001,h02,13:52:00,17:01:03,ontime,16.1,2,False,3.36,14.03,0
dl00661,o01038,d145,v067,h03,01:45:00,06:12:25,ontime,19.41,2,False,4.41,17.61,0
dl00662,o00365,d118,v013,h03,13:00:00,14:14:42,ontime,21.14,0,False,4.62,16.89,0
dl00663,o00865,d017,v070,h03,01:14:00,04:15:39,ontime,15.24,1,False,3.19,16.61,0
dl00664,o00430,d152,v027,h07,03:49:00,20:16:09,failed,20.64,1,True,3.36,25.46,1
dl00665,o00268,d124,v100,h03,08:37:00,12:14:11,delayed,20.03,3,True,2.49,15.01,1
dl00666,o00350,d055,v066,h05,04:37:00,06:18:52,ontime,5.38,0,False,4.67,10.56,0
dl00667,o01088,d049,v087,h08,12:50:00,16:12:08,ontime,9.91,1,False,4.8,13.21,0
dl00668,o01140,d107,v018,h05,01:35:00,08:09:15,ontime,19.54,0,False,4.57,16.84,0
dl00669,o01235,d039,v001,h08,03:54:00,01:41:07,ontime,15.65,0,False,3.31,12.4,0
dl00670,o01248,d098,v006,h04,19:26:00,15:46:01,ontime,11.65,1,False,4.28,17.56,0
dl00671,o00005,d054,v073,h03,20:23:00,08:05:00,ontime,16.01,1,False,4.38,13.53,0
dl00672,o00017,d108,v030,h02,11:38:00,08:21:51,ontime,35.33,5,False,4.94,19.77,0
dl00673,o00651,d125,v047,h03,10:51:00,14:22:58,ontime,13.26,0,False,4.71,11.92,0
dl00674,o00456,d005,v078,h01,04:57:00,07:20:04,ontime,12.96,1,False,4.96,8.1,0
dl00675,o00436,d120,v008,h07,18:44:00,18:32:00,ontime,23.3,3,False,3.5,13.77,0
dl00676,o00515,d033,v027,h05,12:39:00,16:14:23,ontime,3.67,1,False,3.87,10.33,0
dl00677,o00528,d001,v036,h03,11:51:00,21:30:51,ontime,18.36,2,False,3.82,10.56,0
dl00678,o00441,d133,v119,h07,12:54:00,23:37:24,ontime,8.13,0,False,4.29,6.46,0
dl00679,o01122,d008,v098,h04,07:57:00,02:15:06,delayed,1.2,2,False,2.15,12.25,0
dl00680,o01148,d064,v056,h04,06:45:00,06:09:27,ontime,12.17,0,False,4.49,8.14,0
dl00681,o01197,d046,v033,h01,02:16:00,05:15:53,delayed,13.28,0,False,1.97,18.74,0
dl00682,o00264,d039,v004,h08,12:49:00,18:08:01,ontime,11.86,0,False,5.0,14.2,0
dl00683,o00560,d102,v008,h03,18:41:00,09:14:19,delayed,21.04,0,False,2.52,19.01,0
dl00684,o00986,d026,v027,h08,11:40:00,19:38:29,delayed,12.6,1,True,3.71,10.36,1
dl00685,o00113,d002,v042,h03,05:54:00,22:59:20,failed,10.66,1,False,2.68,10.8,0
dl00686,o00523,d083,v002,h08,08:01:00,12:17:37,ontime,24.04,3,False,5.0,12.99,0
dl00687,o00328,d168,v072,h06,07:45:00,07:31:07,ontime,16.38,2,False,5.0,15.23,0
dl00688,o00385,d117,v068,h03,17:08:00,17:53:05,ontime,17.58,0,False,4.16,13.79,0
dl00689,o00165,d087,v048,h07,15:57:00,13:28:39,ontime,16.14,1,False,4.14,18.83,0
dl00690,o00129,d167,v096,h01,05:16:00,10:27:02,failed,17.64,0,False,2.59,15.08,0
dl00691,o00022,d055,v091,h01,21:40:00,17:33:54,delayed,4.45,0,False,4.36,13.49,0
dl00692,o00176,d093,v100,h07,11:14:00,11:40:03,ontime,14.91,0,False,3.65,16.9,0
dl00693,o00154,d137,v063,h03,06:10:00,23:47:35,delayed,13.63,0,False,2.62,11.31,0
dl00694,o00457,d087,v038,h05,09:26:00,08:43:50,failed,14.66,0,True,1.68,13.68,1
dl00695,o00195,d017,v067,h06,20:32:00,10:47:53,delayed,18.13,1,False,3.49,16.69,0
dl00696,o01210,d016,v035,h07,13:32:00,13:43:32,ontime,4.73,2,False,3.18,11.48,0
dl00697,o00117,d010,v080,h06,11:21:00,22:34:18,ontime,13.19,1,False,5.0,10.04,0
dl00698,o00882,d101,v092,h07,12:12:00,22:24:02,failed,10.97,0,False,3.6,15.95,0
dl00699,o00388,d133,v091,h02,00:43:00,04:23:12,ontime,13.59,1,False,4.11,13.94,0
dl00700,o00027,d099,v115,h06,02:22:00,06:50:34,ontime,8.6,1,False,5.0,9.3,0
dl00701,o00440,d077,v084,h08,03:36:00,09:00:24,failed,12.65,0,False,5.0,10.83,0
dl00702,o00143,d104,v086,h06,13:02:00,13:13:35,ontime,18.33,2,False,4.86,10.36,0
dl00703,o01098,d136,v020,h06,09:34:00,15:44:51,delayed,11.16,1,False,2.82,12.56,0
dl00704,o01009,d058,v084,h08,06:49:00,07:25:55,ontime,1.84,0,False,4.35,5.9,0
dl00705,o00084,d010,v061,h03,08:46:00,05:31:07,failed,15.18,2,False,4.04,12.68,0
dl00706,o00625,d164,v117,h08,06:16:00,05:40:23,ontime,15.14,0,False,4.37,11.27,0
dl00707,o00514,d022,v013,h02,08:13:00,07:49:00,ontime,9.89,1,False,4.15,16.04,0
dl00708,o00323,d089,v035,h07,15:56:00,20:54:40,ontime,7.15,1,False,4.49,3.79,0
dl00709,o00580,d125,v020,h02,07:41:00,10:11:17,delayed,14.43,1,True,4.39,8.47,1
dl00710,o00262,d116,v119,h06,06:22:00,07:32:37,ontime,1.39,2,False,4.12,12.47,0
dl00711,o00484,d028,v120,h08,14:43:00,13:39:05,ontime,16.19,3,False,3.77,8.83,0
dl00712,o01056,d134,v012,h07,00:40:00,11:07:55,delayed,11.83,1,False,4.95,3.1,0
dl00713,o00728,d044,v039,h03,06:15:00,04:27:26,ontime,21.4,0,False,4.63,26.99,0
dl00714,o00078,d140,v110,h04,05:23:00,11:04:38,ontime,10.21,0,False,4.53,20.77,0
dl00715,o00621,d148,v098,h02,19:44:00,16:03:00,delayed,37.21,2,False,4.05,18.77,0
dl00716,o00221,d158,v074,h08,05:06:00,15:10:08,ontime,3.43,1,False,3.66,8.24,0
dl00717,o00530,d106,v016,h01,08:10:00,16:23:04,delayed,28.07,3,False,4.26,17.52,0
dl00718,o00945,d067,v081,h01,15:32:00,06:12:24,delayed,9.2,0,False,2.3,15.84,0
dl00719,o00138,d124,v020,h08,07:02:00,12:15:45,delayed,16.1,1,False,3.88,18.38,0
dl00720,o01179,d097,v102,h06,21:10:00,08:32:17,delayed,9.37,1,False,3.0,9.84,0
dl00721,o00742,d086,v017,h04,17:58:00,08:37:04,delayed,29.21,1,False,3.51,23.07,0
dl00722,o00289,d097,v083,h04,02:33:00,00:27:20,ontime,16.76,0,False,4.24,19.9,0
dl00723,o00477,d050,v108,h03,14:40:00,01:19:52,delayed,6.67,2,True,3.25,17.41,1
dl00724,o00024,d003,v042,h01,07:43:00,10:21:10,ontime,17.9,0,False,4.76,14.39,0
dl00725,o01115,d140,v094,h06,00:00:00,16:20:27,failed,13.65,1,False,2.1,12.34,0
dl00726,o00085,d045,v023,h03,09:54:00,12:02:36,ontime,14.37,0,False,5.0,2.5,0
dl00727,o00520,d164,v080,h08,13:40:00,21:11:10,delayed,5.25,0,False,3.43,3.23,0
dl00728,o00951,d128,v093,h01,16:16:00,02:12:49,delayed,11.96,0,True,4.54,8.65,1
dl00729,o00638,d004,v060,h04,13:22:00,17:18:46,ontime,5.33,1,False,4.2,9.65,0
dl00730,o00191,d170,v025,h05,03:32:00,14:46:58,ontime,8.68,1,False,4.06,5.48,0
dl00731,o00386,d158,v042,h05,21:08:00,15:02:20,failed,18.68,3,True,3.05,12.76,1
dl00732,o00748,d024,v076,h01,06:45:00,15:06:33,failed,11.16,1,False,3.55,15.34,0
dl00733,o00252,d009,v114,h03,16:48:00,18:13:36,ontime,21.06,0,False,3.48,18.64,0
dl00734,o00317,d106,v089,h02,23:25:00,05:14:31,ontime,12.54,0,False,3.99,12.79,0
dl00735,o00190,d150,v082,h01,08:40:00,07:08:00,ontime,13.27,0,False,3.68,10.58,0
dl00736,o00732,d123,v100,h02,11:32:00,04:00:13,failed,13.5,0,False,2.19,13.81,0
dl00737,o00247,d146,v015,h01,21:14:00,23:35:31,ontime,15.68,1,False,4.03,10.54,0
dl00738,o01163,d071,v022,h06,01:38:00,14:25:27,delayed,7.16,0,False,3.63,8.91,0
dl00739,o00644,d087,v078,h08,10:33:00,00:52:43,delayed,7.6,1,False,3.28,15.7,0
dl00740,o00889,d029,v021,h02,23:01:00,01:20:53,ontime,15.64,0,False,3.98,11.85,0
dl00741,o00689,d113,v091,h01,16:16:00,22:27:15,delayed,15.66,1,False,1.65,8.71,0
dl00742,o00326,d056,v033,h06,10:06:00,02:59:58,delayed,13.55,0,True,2.51,15.1,1
dl00743,o00171,d158,v083,h03,03:28:00,03:30:56,ontime,33.77,0,False,5.0,13.64,0
dl00744,o00899,d052,v062,h06,09:43:00,23:30:54,delayed,25.36,5,False,1.64,13.11,0
dl00745,o00333,d092,v072,h07,06:36:00,23:16:54,failed,11.35,0,False,4.29,13.37,0
dl00746,o00431,d002,v097,h02,13:29:00,17:02:43,ontime,14.4,1,False,3.32,11.96,0
dl00747,o00482,d008,v085,h08,04:00:00,08:22:40,ontime,15.25,1,False,4.27,12.88,0
dl00749,o01036,d026,v013,h06,20:38:00,23:29:47,ontime,13.64,1,False,4.27,10.07,0
dl00750,o00976,d156,v109,h08,19:55:00,23:06:56,delayed,13.29,0,False,2.64,10.65,0
dl00751,o00234,d136,v073,h01,12:33:00,17:19:04,ontime,13.68,0,False,5.0,8.76,0
dl00752,o00020,d069,v013,h01,23:04:00,22:49:00,ontime,12.27,1,False,4.33,8.63,0
dl00753,o01139,d163,v101,h04,15:46:00,23:19:36,ontime,17.13,1,False,4.6,16.29,0
dl00754,o00605,d027,v023,h03,15:02:00,13:30:56,ontime,1.2,1,False,4.18,7.11,0
dl00755,o01073,d084,v024,h08,05:34:00,21:45:54,delayed,21.74,1,False,2.22,13.13,0
dl00756,o00112,d130,v034,h07,08:59:00,07:27:00,ontime,13.07,3,False,3.11,16.72,0
dl00757,o00074,d135,v002,h06,14:03:00,21:07:10,delayed,12.69,1,True,5.0,6.5,1
dl00758,o01126,d085,v043,h07,17:34:00,09:21:46,delayed,21.98,4,False,2.72,17.1,0
dl00759,o01240,d012,v120,h08,15:19:00,18:32:38,ontime,6.57,0,False,4.47,11.36,0
dl00760,o00226,d081,v030,h04,14:20:00,15:40:22,ontime,12.22,0,False,4.2,14.58,0
dl00761,o00810,d134,v088,h04,04:12:00,15:34:08,ontime,1.2,1,False,3.48,3.76,0
dl00762,o00864,d133,v002,h03,01:29:00,04:51:39,ontime,34.77,1,False,3.95,18.48,0
dl00763,o00837,d110,v059,h02,19:06:00,06:31:48,failed,16.1,0,True,3.96,13.38,1
dl00764,o01187,d049,v004,h07,02:29:00,10:47:40,delayed,14.53,0,False,2.42,10.58,0
dl00765,o00043,d126,v023,h06,06:03:00,15:35:48,ontime,16.23,1,False,4.81,15.76,0
dl00766,o00371,d082,v088,h07,04:54:00,12:48:47,failed,10.55,0,False,2.58,13.84,0
dl00767,o00948,d096,v099,h02,05:19:00,14:53:57,delayed,5.39,2,False,3.98,3.62,0
dl00768,o00800,d086,v043,h04,02:36:00,18:44:35,delayed,14.84,0,False,1.74,20.01,0
dl00769,o00957,d038,v048,h03,03:47:00,03:42:47,ontime,10.69,0,False,3.73,8.08,0
dl00770,o00217,d091,v077,h08,08:17:00,05:25:22,ontime,29.87,1,False,4.21,17.68,0
dl00771,o00257,d003,v116,h01,03:42:00,07:16:26,ontime,11.52,2,False,4.78,14.84,0
dl00772,o01108,d135,v058,h07,07:22:00,12:22:16,ontime,15.77,0,False,4.48,12.1,0
dl00773,o00080,d101,v050,h03,05:00:00,09:21:31,ontime,19.65,0,False,3.41,11.72,0
dl00774,o01180,d049,v032,h02,21:42:00,11:19:33,delayed,26.83,1,False,4.21,12.3,0
dl00775,o00153,d109,v040,h05,09:08:00,21:51:56,delayed,3.69,0,True,2.36,14.94,1
dl00776,o00383,d036,v069,h02,17:12:00,15:56:11,ontime,15.59,0,False,4.41,14.25,0
dl00777,o00316,d064,v088,h05,14:43:00,20:19:26,ontime,13.91,0,False,3.58,13.71,0
dl00778,o00965,d143,v005,h08,17:43:00,14:06:23,failed,18.34,3,False,2.96,12.7,0
dl00779,o01146,d127,v048,h08,05:21:00,11:08:16,ontime,6.04,1,False,4.27,15.07,0
dl00780,o01202,d155,v040,h01,16:31:00,23:40:12,ontime,12.72,0,False,3.64,15.59,0
dl00781,o00871,d082,v092,h02,06:28:00,04:08:15,failed,11.59,0,False,4.6,17.88,0
dl00782,o00602,d019,v030,h07,11:15:00,05:39:43,delayed,16.3,0,False,3.47,13.54,0
dl00783,o00380,d099,v015,h07,00:44:00,20:49:44,failed,8.95,2,True,1.67,16.86,1
dl00784,o00073,d095,v039,h05,05:10:00,01:01:35,delayed,5.24,0,True,2.29,13.26,1
dl00785,o00726,d099,v031,h01,00:29:00,02:55:03,ontime,18.6,1,False,4.22,17.03,0
dl00786,o00232,d083,v088,h06,22:06:00,00:04:10,ontime,15.42,0,False,5.0,14.69,0
dl00787,o00102,d159,v071,h06,00:18:00,00:52:19,ontime,11.22,3,False,4.01,9.72,0
dl00788,o00927,d108,v058,h05,05:03:00,00:15:39,failed,10.39,0,False,4.32,19.57,0
dl00789,o00536,d103,v031,h06,11:23:00,12:13:51,failed,15.28,3,True,3.03,11.56,1
dl00790,o00628,d170,v039,h08,12:51:00,03:56:55,delayed,12.25,0,True,3.68,5.21,1
dl00791,o01047,d085,v116,h01,17:11:00,20:04:01,ontime,21.48,1,False,4.67,22.23,0
dl00792,o00033,d106,v094,h08,21:39:00,14:37:51,failed,14.69,1,False,3.2,16.8,0
dl00793,o00095,d119,v043,h03,14:55:00,13:44:08,ontime,17.36,2,False,4.7,14.29,0
dl00794,o00265,d052,v079,h04,02:54:00,08:03:52,delayed,12.37,1,False,1.76,17.61,0
dl00795,o00151,d068,v062,h05,11:55:00,16:00:58,ontime,2.99,0,False,4.03,9.67,0
dl00796,o00860,d139,v098,h05,22:58:00,23:15:49,ontime,19.21,2,False,4.08,14.76,0
dl00797,o00894,d138,v066,h01,01:08:00,04:42:43,delayed,11.19,1,False,3.85,5.56,0
dl00798,o00850,d046,v073,h07,22:19:00,02:44:15,ontime,12.93,2,False,4.63,14.15,0
dl00800,o01147,d001,v008,h02,00:58:00,13:46:46,delayed,10.59,1,False,3.41,13.12,0
dl00801,o00463,d151,v118,h07,02:40:00,04:53:27,ontime,12.81,0,False,3.78,18.21,0
dl00802,o00691,d092,v086,h08,03:56:00,14:22:24,ontime,11.27,0,False,3.79,9.97,0
dl00803,o00368,d080,v093,h05,00:47:00,02:50:15,ontime,13.02,3,False,3.98,12.99,0
dl00804,o00015,d052,v097,h03,05:43:00,09:20:46,ontime,9.3,1,False,3.94,9.13,0
dl00805,o00215,d033,v057,h07,12:44:00,11:01:00,ontime,16.4,2,False,4.73,9.99,0
dl00806,o00128,d117,v108,h07,14:40:00,04:18:53,delayed,40.11,2,True,2.68,24.27,1
dl00807,o00089,d103,v061,h05,20:33:00,04:18:13,failed,1.2,2,False,2.8,8.46,0
dl00808,o00993,d055,v009,h04,23:43:00,22:37:54,ontime,10.76,1,False,4.77,9.73,0
dl00809,o01071,d043,v051,h05,00:21:00,16:48:45,delayed,13.21,1,True,4.41,16.54,1
dl00810,o00116,d120,v053,h08,16:49:00,19:25:36,ontime,15.23,0,False,5.0,11.22,0
dl00811,o00404,d160,v082,h01,23:22:00,21:59:16,ontime,8.18,0,False,3.16,10.81,0
dl00812,o01016,d073,v059,h02,00:55:00,05:47:54,ontime,23.74,4,False,5.0,11.75,0
dl00813,o00869,d144,v045,h01,07:08:00,06:52:48,ontime,14.17,0,False,3.56,13.63,0
dl00814,o00471,d123,v060,h04,15:06:00,20:22:06,ontime,8.94,0,False,3.81,12.08,0
dl00815,o00771,d134,v119,h03,23:16:00,07:38:20,delayed,13.86,0,False,2.94,18.01,0
dl00816,o00857,d017,v047,h05,21:07:00,20:41:43,ontime,1.2,1,False,3.44,13.41,0
dl00817,o00356,d097,v078,h01,05:41:00,07:33:29,ontime,10.07,0,False,3.25,17.74,0
dl00818,o01000,d035,v120,h07,22:28:00,03:01:40,ontime,35.25,1,False,5.0,23.18,0
dl00820,o01192,d069,v030,h05,17:39:00,01:45:53,delayed,30.97,2,False,3.07,21.48,0
dl00821,o00424,d074,v080,h07,10:13:00,21:18:17,ontime,1.9,4,False,3.85,9.03,0
dl00822,o00109,d084,v032,h03,13:25:00,16:28:58,ontime,6.47,1,False,3.13,12.84,0
dl00823,o00655,d104,v114,h08,16:20:00,05:35:54,failed,9.55,1,False,1.91,8.94,0
dl00824,o00369,d036,v080,h02,13:42:00,02:44:49,failed,10.19,2,False,4.45,7.81,0
dl00825,o01004,d147,v007,h05,20:08:00,02:23:36,failed,11.9,0,False,2.26,21.03,0
dl00826,o01087,d089,v021,h01,08:53:00,12:01:02,ontime,24.56,1,False,3.83,14.2,0
dl00827,o00079,d065,v030,h01,06:56:00,07:06:19,ontime,16.9,2,False,4.87,11.29,0
dl00828,o00879,d119,v069,h07,02:40:00,03:08:31,ontime,8.27,0,False,4.79,14.23,0
dl00829,o00426,d101,v008,h03,15:10:00,16:18:55,ontime,7.91,2,False,3.83,6.45,0
dl00830,o01114,d164,v071,h01,00:50:00,23:09:00,ontime,11.1,2,False,4.33,10.17,0
